query,score,name,type,id,image,description,url,article
cantaloupe,4266.44580078125,Cantaloupe,Thing,kg:/m/0kpt_,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ5FwMyxsHRLSAX48bXYg-gBWMjQiXAsdYcph4jzJ0VgJHK_UTQ,Melon,https://en.wikipedia.org/wiki/Cantaloupe,"The cantaloupe, rockmelon, sweet melon, or spanspek is a melon that is a variety of the muskmelon species from the family Cucurbitaceae.
Cantaloupes range in weight from 0.5 to 5 kilograms. "
cantaloupe,3283.01318359375,Muskmelon,Thing,kg:/m/025s89,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ9ZCAjH_3OrALSvZI_8kUK32ltGj35vzMgNBHaVxSL4XDmsFGJ,Melon,https://en.wikipedia.org/wiki/Muskmelon,"Muskmelon is a species of melon that has been developed into many cultivated varieties. These include smooth-skinned varieties such as honeydew, Crenshaw, and casaba, and different netted cultivars. "
cantaloupe,138.3688507080078,Galia melon,Thing,kg:/m/01x3mx,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQU9T13aJLN1mWQp2sPYRL6O3fEkTnmx1Ei0w3P9cbolpvrMyMV,Plants,https://en.wikipedia.org/wiki/Galia_melon,"The Galia melon, also known as sarda in Southeast Asia, is a type of F₁ hybrid melon originating from a cross between the green-flesh melon cultivar 'Ha-Ogen' and the netted-rind melon cultivar 'Krimka'. "
cantaloupe,97.63390350341797,Cantaloupe Island,MusicComposition Thing,kg:/m/0dgtgm,,,https://en.wikipedia.org/wiki/Cantaloupe_Island,"""Cantaloupe Island"" is a jazz standard composed by Herbie Hancock and recorded for his 1964 album Empyrean Isles during his early years as one of the members of Miles Davis' 1960s quintet. "
cantaloupe,16.09622955322266,Charentais melon,Thing,kg:/g/120scynl,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSsIPW3iT3HmNy1rcgfr3-ZtUrV34mB_Zyq_nqWXVQDZyQ6hWTP,Plants,https://en.wikipedia.org/wiki/Charentais_melon,"A Charentais melon is a type of cantaloupe melon, Cucumis melo var. cantalupensis.
It is a small variety of melon, similar in flesh to cantaloupes, but with a more fragrant smell. "
cantaloupe,10.71672534942627,Toll House Tried and True Recipes,Book Thing,kg:/m/0xmjd_v,,,,
cantaloupe,7.096133232116699,Cantaloupe Island (Remastered 2007),Thing,kg:/g/11dfx_xb6y,,Song by Herbie Hancock,,
cantaloupe,7.0,Cantaloupe,Thing,kg:/g/11c6qdwlcd,,,,
cantaloupe,7.0,Cantaloupe,MusicRecording Thing,kg:/m/0x4_0cw,,,,
cantaloupe,7.0,Cantaloupe,Thing,kg:/g/11ghfqlz6d,,,,
carrots,1450.472290039062,Lt. Judy Hopps,Thing,kg:/g/11c3zqny0k,,Fictional character,,
carrots,1414.05224609375,Carrot,Thing,kg:/m/0fj52s,,Vegetable,,
carrots,1132.558837890625,Kitten Natividad,Thing Person,kg:/m/076m1s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgftS4CKU4lXsEJIT0-Xbvs46-HHVEO3uQl0EevB0-uthiFdLV,American-Mexican film actress,https://en.wikipedia.org/wiki/Kitten_Natividad,"Kitten Natividad is a Mexican American film actress, exotic dancer and porn star, noted for her 44-inch chest and appearances in cult films by her ex-partner, director Russ Meyer."
carrots,658.8171997070312,Daucus,Thing,kg:/m/025thsc,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSu9SDxiB413yR_p40GcSjOhsYPb0qP-4mkCX1zIwt6EPeLVhpH,Plants,https://en.wikipedia.org/wiki/Daucus,Daucus is a worldwide genus of herbaceous plants of the celery family Apiaceae of which the best-known species is the cultivated carrot. Daucus has about 25 species.
carrots,246.6057281494141,Carrot,Thing,kg:/g/11bc5yhfnk,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRajA4Qspp4x_Jih3jUDW4uZ3oe_2WIFRmnc9xXVi7KyssEXWdM,Plants,https://en.wikipedia.org/wiki/Carrot,"The carrot is a root vegetable, usually orange in colour, though purple, black, red, white, and yellow cultivars exist. They are a domesticated form of the wild carrot, Daucus carota, native to Europe and Southwestern Asia. "
carrots,87.8642807006836,Ninjin: Clash of Carrots,Thing VideoGame,kg:/g/11g1rvskc5,,Video game,,
carrots,52.66101837158203,Mashed carrots,Thing,kg:/g/11h6t_m7cc,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSRAvrV36AmSlV0wnycsuv1h7VCUndRFCGD03IG3fvKjSslgiRo,,https://en.wikipedia.org/wiki/Mashed_carrots,"Mashed carrots is a dish prepared by cooking and then mashing carrots. Milk, butter, salt and pepper are commonly mixed in after the carrots are mashed. Carrots can also be roasted in the oven before mashing. Other mashed vegetables may be added to the mashed carrots. These include onions, parsnips, turnips, squash, and rutabaga. Mashed potatoes may be mashed along with mashed carrots."
carrots,40.33270263671875,Night of the Living Carrots,Movie Thing,kg:/m/0t51xs0,,2011 film,https://en.wikipedia.org/wiki/Night_of_the_Living_Carrots,"Night of the Living Carrots is a 2011 American computer-animated short film produced by DreamWorks Animation and based on the film Monsters vs. Aliens. Following the 2009 short, Monsters vs. "
carrots,7.0,CARROTS,Thing MusicAlbum,kg:/g/11h4by9kzr,,Album by Bish,,
carrots,7.0,"""Carrots""",Book Thing,kg:/m/0bhk2yr,,Book by Mary Louisa Molesworth,,
cauliflower,7448.23388671875,Cauliflower,Thing,kg:/m/015w7p,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS8nO9TWHH7ROIWMJ7QRZLYGg1dSmwIUfElj8p6yHv_z0woa3mU,Vegetable,https://en.wikipedia.org/wiki/Cauliflower,"Cauliflower is one of several vegetables in the species Brassica oleracea in the genus Brassica, which is in the family Brassicaceae. It is an annual plant that reproduces by seed. Typically, only the head is eaten – the edible white flesh sometimes called ""curd"". The cauliflower head is composed of a white inflorescence meristem. Cauliflower heads resemble those in broccoli, which differs in having flower buds as the edible portion. "
cauliflower,2416.685546875,Wild cabbage,Thing,kg:/m/04ylr2,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRaGnRYVoZPDEW9paPCrSvFaXW65x-ZeDoprs_eIo4PjttGCDHU,Plants,https://en.wikipedia.org/wiki/Brassica_oleracea,"Brassica oleracea is a plant species that includes many common foods as cultivars, including cabbage, broccoli, cauliflower, kale, Brussels sprouts, collard greens, savoy, kohlrabi, and gai lan.
"
cauliflower,395.6107788085938,Cauliflower soup,Thing,kg:/g/1q5bfls1f,,,,
cauliflower,394.8097229003906,Cauliflower cheese,Thing,kg:/m/0h7smk,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS-mnw4fZ0pHtQJZ0n3UStBPQmqgN3aFsQlY9SSWXmeZ233UkBu,Dish,https://en.wikipedia.org/wiki/Cauliflower_cheese,"Cauliflower cheese is a traditional British dish. It can be eaten as a main course, for lunch or dinner, or as a side dish.
Cauliflower cheese consists of pieces of cauliflower lightly boiled and covered with a milk-based cheese sauce, for which a mature cheese tends to be preferred. "
cauliflower,291.5946350097656,Sparassis crispa,Thing,kg:/m/0gg6ny5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5WLNdP2GKfXAePn2jf4Z8XogMie5M5tjgmWSIqLpH6IkeV-fw,,https://en.wikipedia.org/wiki/Sparassis_crispa,Sparassis crispa is a species of fungus in the genus Sparassis. In English it is sometimes called cauliflower fungus.
cauliflower,110.9889297485352,Fried cauliflower,Thing,kg:/g/11h7_v2gg1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSH4sIZDIyobXFj_U1I-nFHpUrmjYCFRBzY5TTPnn7arVT3Gm5n,Dish,https://en.wikipedia.org/wiki/Fried_cauliflower,"Fried cauliflower is a popular dish in many cuisines of the Middle East, South Asia, Europe, and elsewhere. It may start from raw or cooked cauliflower; it may be dipped in batter or breading; it may be fried in oil, butter, or other fats. "
cauliflower,108.0562438964844,Sparassis,Thing,kg:/m/0c3nj6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCdcONsA_ouZO_beH5rCOdUig7LTQqQ8qnxpA3nzPO9s0hR_Ps,,https://en.wikipedia.org/wiki/Sparassis,"Sparassis is a genus of parasitic and saprobic mushrooms characterised by their unique shape and appearance. This appearance can be described as similar to a sea sponge, a brain, or a head of cauliflower, from which it has been given its popular name.
"
cauliflower,98.07743072509766,Broccoflower,Thing,kg:/m/02p1q8p,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTthJJ2DSWsIXHLzyV2txYn-bpxTYvkWTD1D5pDwD8leiRkyWHe,Plants,https://en.wikipedia.org/wiki/Broccoflower,"Broccoflower refers to either of two edible plants of the species Brassica oleracea with light green heads. The edible portion is the immature flower head of the plant.
"
cauliflower,85.47200775146484,Cauliflower mosaic virus,Thing,kg:/m/02p4m5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyBLJpFu9SNpnEMqxPavFiYB-TI0T7u5ttji2lY-jzyhMgSibu,,https://en.wikipedia.org/wiki/Cauliflower_mosaic_virus,"Cauliflower mosaic virus is a member of the genus Caulimovirus, one of the six genera in the family Caulimoviridae, which are pararetroviruses that infect plants. "
cauliflower,73.22869873046875,"Cali'Flour Foods, LLC",Corporation Organization Thing,kg:/g/11gxfvqq5q,,,,
cauliflower,66.60408782958984,Fried cauliflower,Thing,kg:/m/09f4zy,,Dish,,
cauliflower,53.97691345214844,fried cauliflower,Thing,kg:/g/11bc5h9k8h,,,,
cauliflower,33.55792617797852,Cauliflower Alley Club,Thing Organization,kg:/m/02qkvst,,Non-profit,https://en.wikipedia.org/wiki/Cauliflower_Alley_Club,"The Cauliflower Alley Club is a non-profit fraternal organization, which includes a newsletter and website, comprising both retired and active professional wrestlers and boxers in North America.
"
cauliflower,25.46206092834473,Stylophora pistillata,Thing,kg:/m/0kvhq04,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRdGfzR8LGdvNqjzWxD96PFW8vOs99pABCpm8efe1kqFc1nK8B8,Animal,https://en.wikipedia.org/wiki/Stylophora_pistillata,"Stylophora pistillata, commonly known as hood coral or smooth cauliflower coral, is a species of stony coral in the family Pocilloporidae. It is native to the Indo-Pacific region and is commonly used in scientific investigations."
cauliflower,22.39860343933105,New British Classics,Book Thing,kg:/m/06grctw,,Book by Gary Rhodes,,
cauliflower,18.55912017822266,Spicy Cauliflower,Thing,kg:/m/09vj4c7,,Dish,,
cauliflower,7.0,Cauliflower,Thing VisualArtwork,kg:/g/11ckvh6p5x,,,,
cauliflower,7.0,Cauliflower,Thing MusicAlbum,kg:/g/11h1hr8rqg,,,,
cauliflower,7.0,Cauliflower,Thing,kg:/g/11h4p3xkgc,,,,
cauliflower,7.0,Cauliflower,Thing,kg:/g/11j0h68gh7,,,,
celery,7203.96728515625,Celery,Thing,kg:/m/01xj_,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRTUfBSYBYkWcwE8Uu4bARsFkqC7qGwcvHIlJeqmWXaFXzV_jq2,Plants,https://en.wikipedia.org/wiki/Celery,Celery is a marshland plant in the family Apiaceae that has been cultivated as a vegetable since antiquity. Celery has a long fibrous stalk tapering into leaves. 
celery,2999.24169921875,Celery,Thing,kg:/g/121xc_3s,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ4ACkuxPWl00UnutoyROvb8o6V1Ijsdi8kk31RgV8ICN3tozA7,Plants,,
celery,1279.637573242188,Celery,Thing SoftwareApplication,kg:/m/0k0r533,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQiPmELcO0LR9ymXo80RjUjoSkb4LH6rqczTkh5n7lS9khximOP,,https://en.wikipedia.org/wiki/Celery_(software),"Celery is an open source asynchronous task queue or job queue which is based on distributed message passing. While it supports scheduling, its focus is on operations in real time."
celery,1062.048217773438,Umbellifers,Thing,kg:/m/0l67,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdRebQ2Wp7T9Rl5_U06fAhIVq99M9dUgXpBVDBbHQbe0Ud4CBH,Plants,https://en.wikipedia.org/wiki/Apiaceae,"Apiaceae or Umbelliferae is a family of mostly aromatic flowering plants named after the type genus Apium and commonly known as the celery, carrot or parsley family, or simply as umbellifers. "
celery,481.201904296875,Napa cabbage,Thing,kg:/m/03hf_6m,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTTCS9hFR1-ehRBb4oUh3dPE0bmATCRMPg-yhX6FRxPqBSgEGAp,Vegetable,https://en.wikipedia.org/wiki/Napa_cabbage,"Napa or nappa cabbage is a type of Chinese cabbage originating near the Beijing region of China, and is widely used in East Asian cuisine. Since the 20th century, it has also become a widespread crop in Europe, the Americas and Australia. In much of the world, this is the vegetable referred to as ""Chinese cabbage"". In Australia it is referred to as ""wombok""."
celery,427.91015625,Celeriac,Thing,kg:/m/02nmnh,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSgXPC6o9kh3Zk2wu5cQBPjqruaKTsR5WTSVZp4VeNfqXC8dR0K,Plants,https://en.wikipedia.org/wiki/Celeriac,"Celeriac, also called celery root, knob celery, and turnip-rooted celery, is a variety of celery cultivated for its edible stem or hypocotyl, and shoots. Celeriac is like a root vegetable except it has a bulbous hypocotyl with many small roots attached.
In the Mediterranean Basin and in Northern Europe, celeriac is widely cultivated. It is also cultivated in North Africa, Siberia, Southwest Asia, and North America. In North America, the 'Diamant' cultivar predominates. "
celery,398.8268737792969,Apium,Thing,kg:/m/07d06v,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTNegDJn7LyM-sfmP7t7gZJqj_F-pOiXbPzS6G3vP1TkO58Rpxt,Plants,https://en.wikipedia.org/wiki/Apium,"Apium is a genus of about 20 species of flowering plants in the family Apiaceae, with a subcosmopolitan distribution in Europe, Asia, Africa, South America and Australia. "
celery,280.3087158203125,Medical Medium Celery Juice: The Most Powerful Medicine of Our Time Healing Millions Worldwide,Book Thing,kg:/g/11fhqm_83t,,,,
celery,249.3480224609375,Wild celery,Thing,kg:/m/02cgw4,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR3KmqvGU0tngIS-GjtE5a46uKdcD3464cNh36Kl4FylelNbj2C,Plants,https://en.wikipedia.org/wiki/Angelica,"Angelica is a genus of about 60 species of tall biennial and perennial herbs in the family Apiaceae, native to temperate and subarctic regions of the Northern Hemisphere, reaching as far north as Iceland, Lapland and Greenland. "
celery,217.8505554199219,Water Celery,Thing,kg:/m/09v1gqs,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRk3m3yKyY3fgTQEgjUhu0xNLOX6u8UJnsxuJXHOZcbzhiCNn8c,Plants,https://en.wikipedia.org/wiki/Oenanthe_javanica,"Oenanthe javanica, commonly Java waterdropwort, Chinese celery, Indian pennywort, Japanese parsley, water celery, water dropwort and minari, is a plant of the water dropwort genus originating from East Asia. "
celery,192.9371643066406,Arracacia xanthorrhiza,Thing,kg:/m/02_nrl,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTjL8FBXgA0LO8zbU-6vL_fBBj56mqQReWd1iAxPedGCiLNWaPz,Food,https://en.wikipedia.org/wiki/Arracacha,"Arracacha is a root vegetable originally from the Andes, somewhat intermediate between the carrot and celery root. Its starchy taproot is a popular food item in South America where it is a major commercial crop."
celery,190.4989624023438,Field mustard,Thing,kg:/m/0652d4,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTAPcIWq6VgsBula-Ul3x4RikZ0dAhi6IKBAaHLhoSL3XstgU67,Plants,https://en.wikipedia.org/wiki/Brassica_rapa,"Brassica rapa is a plant consisting of various widely cultivated species including the turnip; napa cabbage, bomdong, bok choy, and rapini; and Brassica rapa subsp. oleifera, an oilseed which has many common names, including turnip rape, field mustard, bird rape, and keblock.
"
celery,180.1587677001953,Norwegian angelica,Thing,kg:/m/03f_f_,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQRQJNOo9RmBMDdaz8krcfc4VoQ5yiPGCXMKczKdnPJzYVNqLZB,Plants,https://en.wikipedia.org/wiki/Angelica_archangelica,"Angelica archangelica, commonly known as garden angelica, wild celery, and Norwegian angelica, is a biennial plant from the family Apiaceae, a subspecies of which is cultivated for its sweetly scented edible stems and roots. "
celery,149.9835205078125,Celtuce,Thing,kg:/m/062dl2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZvZo7FlM2TJ0yhLAvqq7szSCfZm6_aLAWUPCpd1g0rE_lILZ6,Plants,https://en.wikipedia.org/wiki/Celtuce,"Celtuce, also called stem lettuce, celery lettuce, asparagus lettuce, or Chinese lettuce, is a cultivar of lettuce grown primarily for its thick stem or its leaves. "
celery,108.5131530761719,Leaf celery,Thing,kg:/m/0zmzpp9,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRw8j7KMw8_oLzQMNglhlRSzh85Nr4U-9u2F-KCjeOJq3iE292z,Plants,https://en.wikipedia.org/wiki/Leaf_celery,"Leaf celery, also called Chinese celery or Nan Ling celery, is a variety of celery cultivated in East Asian countries for its edible, flavorful stalks and leaves.
The stems are thinner than those of Western celery, and curved into round, hollow stalks. Also, unlike with Western celery, the leaves are used as well as the stalks."
celery,64.45130920410156,Celery powder,Thing,kg:/m/012m2lb6,,Food,https://en.wikipedia.org/wiki/Celery_powder,"Celery powder is a dried, ground concentrate prepared from fresh celery that is used as a seasoning and as a food preservative in organic meat products. Several commercial preparations exist, and it can also be made using a food dehydrator. Some celery powders are prepared from celery juice."
celery,62.45952606201172,Stalk of the Celery Monster,Movie Thing,kg:/m/0h7b48,,1979 film,https://en.wikipedia.org/wiki/Stalk_of_the_Celery_Monster,"Stalk of the Celery Monster is a 1979 short animated film written, directed and animated entirely in pencil by Tim Burton during his time as a student with the California Institute of the Arts.
"
celery,53.23655700683594,Celery-leaved buttercup,Thing,kg:/m/02rp5dv,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbcs9mQwkWumkKANTBcrP3T2REuGQWKPpQmXCnwdMttQ2NAai0,Plants,https://en.wikipedia.org/wiki/Ranunculus_sceleratus,"Ranunculus sceleratus known by the common names celery-leaved buttercup, celery-leaf buttercup, and cursed buttercup is a species of flowering plant in the buttercup family Ranunculaceae. "
celery,33.49746704101562,Airbrite,Corporation Thing Organization,kg:/m/0z6tcbt,,Software company,,
celery,22.71944808959961,Celeryville,City Thing Place,kg:/m/04bfnhq,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTLiedkXm5MeQFjIPyQEG9-ep5RYvK45J_2He6GZx9VwrLKWVjA,Township in Ohio,"https://en.wikipedia.org/wiki/Celeryville,_Ohio","Celeryville is an unincorporated community and census-designated place on the boundary between New Haven and Richmond townships in Huron County, Ohio, United States. "
cherries,2965.2958984375,Blockers,Movie Thing,kg:/g/11dyqy9c6v,,2018 film,https://en.wikipedia.org/wiki/Blockers_(film),Blockers is a 2018 American sex comedy film directed by Kay Cannon in her directorial debut and written by Brian Kehoe and Jim Kehoe. 
cherries,546.5349731445312,Cherry,Thing,kg:/m/0f8sw,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQpni3j7MwSBNvpmohoazmR6rWIMwMnF7BqTVLEhQN4kqhQP3L3,Fruit,https://en.wikipedia.org/wiki/Cherry,"A cherry is the fruit of many plants of the genus Prunus, and is a fleshy drupe.
Commercial cherries are obtained from cultivars of several species, such as the sweet Prunus avium and the sour Prunus cerasus. "
cherries,468.1759643554688,A.F.C. Bournemouth,Thing SportsTeam Organization,kg:/m/02b0xq,,Football club,https://en.wikipedia.org/wiki/A.F.C._Bournemouth,"Athletic Football Club Bournemouth, often abbreviated as AFC Bournemouth or simply Bournemouth, is a professional football club based in Kings Park, Boscombe, a suburb of Bournemouth, Dorset, that plays in the Premier League, the top tier of the English football league system. "
cherries,167.7821197509766,Black cherry,Thing,kg:/m/05ybr2,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRYr6zHlcr4wgEBiGTCKUVGVIqU_9ufwrDJgk9np-tWH6Oc5s4f,Plants,https://en.wikipedia.org/wiki/Prunus_serotina,"Prunus serotina, commonly called black cherry, wild black cherry, rum cherry, or mountain black cherry, is a deciduous tree or shrub belonging to the genus Prunus. The species is widespread and common in North America and South America.
"
cherries,141.4886932373047,50 Kilo Albaloo,Movie Thing,kg:/g/122l88lr,,2015 film,,
cherries,81.09765625,Montmorency cherry,Thing,kg:/m/05235qy,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS8SxDVs8dVDjQSKlcjp6ZJPSHrvlCkIxn6iDO42mO9KJTJWhHG,Plants,https://en.wikipedia.org/wiki/Montmorency_cherry,"The Montmorency cherry is a variety of sour cherry grown in Canada, France, and the United States, particularly in Michigan and in Door County, Wisconsin. "
cherries,64.97900390625,Winter Cherry,Movie Thing,kg:/g/122kjm3c,,1985 film,https://en.wikipedia.org/wiki/Winter_Cherry,Winter Cherry is a 1985 romantic comedy directed by Igor Maslennikov.
cherries,28.36506652832031,A Hat Full of  Cherries,Book Thing,kg:/g/122tcpk0,,Book by Oriana Fallaci,,
cherries,12.48112678527832,Gloucester Rugby,Thing SportsTeam Organization,kg:/m/03tv9r,,Rugby union team,https://en.wikipedia.org/wiki/Gloucester_Rugby,"Gloucester Rugby are a professional rugby union club based in the West Country city of Gloucester. They play in Premiership Rugby, England's top division of rugby, as well as in European competitions.
"
cherries,9.44864559173584,Maraschino cherry,Thing,kg:/m/0j7jn,,Food,https://en.wikipedia.org/wiki/Maraschino_cherry,"A maraschino cherry is a preserved, sweetened cherry, typically made from light-colored sweet cherries such as the Royal Ann, Rainier, or Gold varieties. "
cherries,7.0,Cherries,Movie Thing,kg:/m/0107y51d,,,,
cherries,7.0,Cherries,Thing,kg:/g/11ghfqqp7y,,,,
cherries,7.0,Cherries,Thing VisualArtwork,kg:/m/03qq_s7,,Painting by Philip Guston,,
cherries,7.0,Cherries,MusicAlbum Thing,kg:/m/03g67_9,,Album by Agnivolok,,
cherries,7.0,Cherries,MusicAlbum Thing,kg:/g/1213_bbf,,Album by Sakura Nogawa,,
cherries,7.0,Cherries,Thing,kg:/g/11f27106b0,,,,
cherries,7.0,Cherries,Movie Thing,kg:/m/04p41jv,,2007 film,,
cherries,7.0,Cherries,Thing MusicGroup,kg:/g/11f7bz4jsr,,,,
cherries,7.0,Cherries,Movie Thing,kg:/m/010gdq0m,,2012 film,,
chili peppers,18643.2265625,Red Hot Chili Peppers,Thing MusicGroup,kg:/m/06mj4,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQEOc46EkK3IOxN1_5FkgRpRzWXvaW0KFtPm7eiFmLUahxGmQEz,Rock band,https://en.wikipedia.org/wiki/Red_Hot_Chili_Peppers,"Red Hot Chili Peppers are an American rock band formed in Los Angeles in 1983. Their music incorporates elements of alternative rock, funk, punk rock and psychedelic rock. "
chili peppers,4753.4228515625,Flea,Thing Person,kg:/m/01wwvt2,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQrXwuhzLWNUOGOm3WRFfANWb_TX8Yy1TyHawFWRwCQNP53pjMo,American-Australian musician,https://en.wikipedia.org/wiki/Flea_(musician),"Michael Peter Balzary, known professionally as Flea, is an Australian-American musician and actor. He is best known as a founding member and the bassist of the rock band Red Hot Chili Peppers and has appeared on every album released by the band. "
chili peppers,4610.7626953125,Sweet and chili peppers,Thing,kg:/m/0515qg,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRFxJ4ZOAR-JrLfWAg7TazvrisClcZoV9PVRmwoso2KI9n7XfdJ,Plants,https://en.wikipedia.org/wiki/Capsicum_annuum,Capsicum annuum is a species of the plant genus Capsicum native to southern North America and northern South America. This species is the most common and extensively cultivated of the five domesticated capsicums. 
chili peppers,1294.384399414062,Chili pepper,Thing,kg:/m/0jtt9,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRQIMLIJR9OQ7N5mJt4cq2npodfHJNwbgnQnnYiQ_pDgf9YMKwO,Fruit,https://en.wikipedia.org/wiki/Chili_pepper,"The chili pepper, from Nahuatl chīlli, is the fruit of plants from the genus Capsicum which are members of the nightshade family, Solanaceae. Chili peppers are widely used in many cuisines as a spice to add heat to dishes. "
chili peppers,746.6419677734375,Hot sauce,Thing,kg:/m/04jw1r,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5kiKNf0ltJqcKnaUu6_y4QCZ9Agez0wmyi57iDwbavQUXqv8J,Sauce,https://en.wikipedia.org/wiki/Hot_sauce,"Hot sauce, also known as chili sauce or pepper sauce, is any condiment, seasoning, or salsa made from chili peppers and other ingredients.
Many commercial varieties of mass-produced chili sauce exist. "
chili peppers,741.9100952148438,Habanero,Thing,kg:/m/01dk9h,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSF6wm--xs08GlEwtgvExuGEK8J8U3vAgTMEuWmp_VmSgC3HcPV,Plants,https://en.wikipedia.org/wiki/Habanero,"The habanero is a hot variety of chili pepper. Unripe habaneros are green, and they color as they mature. The most common color variants are orange and red, but the fruit may also be white, brown, yellow, green, or purple. "
chili peppers,721.1824951171875,Sambal,Thing,kg:/m/01lzzr,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSwrn4JRsD4Rl5lDo0Oi00vwlf3M4q66sV9JCT02a6APuxhZ5_T,,https://en.wikipedia.org/wiki/Sambal,"Sambal is an Indonesian chili sauce or paste typically made from a mixture of a variety of chili peppers with secondary ingredients such as shrimp paste, garlic, ginger, shallot, scallion, palm sugar, and lime juice. "
chili peppers,343.0478820800781,Charlie Brown Jr.,Thing MusicGroup,kg:/m/01m3yx0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoolRjWcGl8TsSFkf7x4KxQy5hbvhUBl9HtMd6X1d77pTD5sTk,Rock band,https://en.wikipedia.org/wiki/Charlie_Brown_Jr.,"Charlie Brown Jr. was a Brazilian rock band, from the city of Santos, São Paulo, whose main influences were Sublime, Bad Brains, 311, Suicidal Tendencies, Rage Against the Machine, Red Hot Chili Peppers."
chili peppers,24.0,Chili Peppers,Thing MusicRecording,kg:/m/0f6d2cp,,,,
chili peppers,24.0,Chili Peppers,Thing Event,kg:/g/11fnxbsbvn,,,,
clementines,350.7780151367188,Clementine,Thing,kg:/m/0l7hb,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRySBM-O1lw8yRn8s7_42Mjt5KFX-bDyYNHaGOqjAj67lxKYWH7,Plants,https://en.wikipedia.org/wiki/Clementine,"A clementine or easy peeler is a tangor, a citrus fruit hybrid between a willowleaf mandarin orange and a sweet orange, named for its late 19th-century discoverer. The exterior is a deep orange colour with a smooth, glossy appearance. Clementines can be separated into 7 to 14 segments. Similar to tangerines, they tend to be easy to peel. They are typically juicy and sweet, with less acid than oranges. "
clementines,7.0,Clementines,Event Thing,kg:/g/11h7b7br9v,,,,
clementines,7.0,Clementines,MusicRecording Thing,kg:/m/0f90n0m,,,,
clementines,5.25,Clementines,Thing,kg:/g/11hz7821g8,,,,
clementines,3.322348594665527,Clementines from Spain,Thing,kg:/g/11f3x8m7hh,,Song by Sacerdote,,
clementines,1.0,The Clementines,Event Thing,kg:/g/11frqsyyf8,,,,
coconuts,74.16812896728516,Coconut,Thing,kg:/m/0ndskms,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRA0scNw1vF2mm1DHpDiwXDKQpm7i_oIlREnTLd_v5xvYIU72Mm,Fruit,,
coconuts,42.37550354003906,Coconuts,Movie Thing,kg:/m/0c0lkll,,1985 film,,
